Observation_ID,Update_Datetime,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Category,Individual_ID,Phenophase_ID,Phenophase_Category,Phenophase_Description,Observation_Date,Observation_Time,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,AGDD,Tmax,Tmin,Prcp,Accum_Prcp,Daylength
9048735,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-10-13,08:02:00,287,0,-9999,-9999,-9999,4966,22,11,0,416,39744
9109547,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-10-20,09:21:00,294,0,-9999,-9999,-9999,5083,26,11.5,0,455,38707
9224728,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-11-03,09:19:00,308,0,-9999,-9999,-9999,5314,21,9,0,494,36979
9285769,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-11-10,09:14:00,315,0,-9999,-9999,-9999,5433.25,24,12.5,0,494,35942
9388827,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-11-21,08:28:00,326,0,-9999,-9999,-9999,5588.5,16,8,8,509,34906
9410207,2016-11-25 12:54:39,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-11-25,09:33:00,330,0,-9999,-9999,-9999,5628.75,14,5,0,514,34560
9454291,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-12-01,09:34:00,336,0,-9999,-9999,-9999,5688.5,15.5,4,0,529,34214
9517069,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-12-08,14:16:00,343,0,-9999,-9999,-9999,5753.75,12,3.5,13,542,33869
9540735,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-12-15,09:20:00,350,0,-9999,-9999,-9999,5831.25,16,10,8,578,33869
9593587,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2016-12-29,10:02:00,364,0,-9999,-9999,-9999,5936.25,14,3.5,0,633,33869
9686141,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-01-19,09:32:00,19,0,-9999,-9999,-9999,164.5,13.5,7,22,246,34906
9888069,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-02-23,09:17:00,54,0,-9999,-9999,-9999,553.5,13,3,0,542,39053
9948688,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-03-02,09:47:00,61,0,-9999,-9999,-9999,615.75,18.5,5,0,546,40090
10289768,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-04-03,08:09:00,93,0,-9999,-9999,-9999,1077.25,25,9,0,623,44928
10325533,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-04-06,09:10:00,96,0,-9999,-9999,-9999,1125.5,20.5,10,0,623,45619
10421997,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-04-13,09:22:00,103,0,-9999,-9999,-9999,1211.5,17.5,8,5,681,46310
10857961,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-05-18,09:18:00,138,0,-9999,-9999,-9999,1781.5,26.5,10,0,703,50803
10930481,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-05-25,10:30:00,145,0,-9999,-9999,-9999,1927,20,11.5,0,703,51494
10986150,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-06-01,09:49:00,152,0,-9999,-9999,-9999,2045.75,25.5,12.5,0,703,52186
11180053,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-06-22,09:22:00,173,0,-9999,-9999,-9999,2492.5,36,18,0,703,52531
11452839,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-07-06,09:20:00,187,0,-9999,-9999,-9999,2777.5,32.5,14.5,0,703,52186
11427855,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-07-13,09:18:00,194,0,-9999,-9999,-9999,2944,29.5,13.5,0,703,51840
11427979,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-07-20,09:20:00,201,0,-9999,-9999,-9999,3109.25,30,13,0,703,51494
11485769,2018-03-15 11:19:41,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-07-27,10:16:00,208,0,-9999,-9999,-9999,3266.5,32.5,14.5,0,703,50803
11546654,2017-08-10 12:02:46,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-03,09:36:00,215,0,-9999,-9999,-9999,3432.5,34,20,0,703,50112
11638521,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-10,09:24:00,222,0,-9999,-9999,-9999,3581.25,27,14,0,703,49075
11609325,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-14,07:58:00,226,0,-9999,-9999,-9999,3663.25,23.5,14,0,703,48730
11638423,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-17,09:22:00,229,0,-9999,-9999,-9999,3721,27.5,14.5,0,703,48384
11699588,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-24,09:22:00,236,0,-9999,-9999,-9999,3865.5,27.5,14.5,0,703,47347
11747265,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-08-31,09:33:00,243,0,-9999,-9999,-9999,4039,35,14.5,0,703,46310
11872377,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-09-07,09:19:00,250,0,-9999,-9999,-9999,4229.25,24.5,16.5,0,703,45274
11872327,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-09-14,09:21:00,257,0,-9999,-9999,-9999,4391.5,24,15,0,703,44237
11934605,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-09-21,09:25:00,264,0,-9999,-9999,-9999,4524.25,22.5,11.5,0,703,43200
11962754,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-09-25,08:28:00,268,0,-9999,-9999,-9999,4600,30,13.5,0,703,42509
12002667,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-09-28,08:40:00,271,0,-9999,-9999,-9999,4670.25,32,14,0,703,42163
12062972,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-10-05,09:21:00,278,0,-9999,-9999,-9999,4804.5,27.5,11,0,703,41126
12130233,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-10-12,10:42:00,285,0,-9999,-9999,-9999,4937.25,22.5,8,0,703,40090
12330533,2017-12-14 11:31:52,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-10-19,09:18:00,292,0,-9999,-9999,-9999,5061.75,20.5,9.5,0,703,39053
12232254,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-10-26,08:44:00,299,0,-9999,-9999,-9999,5195,30.5,15,0,711,38016
12330352,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-11-02,09:22:00,306,0,-9999,-9999,-9999,5312,20.5,8,0,711,36979
12407496,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-11-09,09:18:00,313,0,-9999,-9999,-9999,5403.75,19.5,13,10,724,36288
12549433,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-11-24,07:21:00,328,0,-9999,-9999,-9999,5608.75,21.5,12.5,0,797,34906
12549609,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-11-30,09:22:00,334,0,-9999,-9999,-9999,5686.75,18,5.5,0,809,34560
12593988,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-12-07,09:25:00,341,0,-9999,-9999,-9999,5763,17.5,7,0,811,33869
12627373,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-12-14,09:21:00,348,0,-9999,-9999,-9999,5844.25,17.5,5.5,0,811,33869
12779228,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-12-21,09:14:00,355,0,-9999,-9999,-9999,5915,13.5,2,0,813,33869
12690910,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2017-12-28,09:14:00,362,0,-9999,-9999,-9999,5979.25,16.5,5,0,813,33869
12723306,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-01-04,09:25:00,4,0,-9999,-9999,-9999,47.5,16,9.5,12,12,33869
12754136,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-01-11,09:25:00,11,0,-9999,-9999,-9999,125.5,15.5,8,0,83,34560
12780428,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-01-18,14:43:00,18,0,-9999,-9999,-9999,201.75,15,8,0,83,34906
12822558,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-01-25,09:40:00,25,0,-9999,-9999,-9999,265.5,14,5,8,102,35597
12866552,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-02-01,10:17:00,32,0,-9999,-9999,-9999,348.25,21.5,9.5,0,103,36288
12931611,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-02-12,08:16:00,43,0,-9999,-9999,-9999,520,16.5,3.5,0,103,37670
12957637,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-02-15,10:31:00,46,0,-9999,-9999,-9999,551.75,18.5,2.5,0,103,38016
13020256,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-02-23,13:57:00,54,0,-9999,-9999,-9999,623.5,13,0,0,103,39053
13191806,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-03-08,09:17:00,67,0,-9999,-9999,-9999,748.25,19.5,10,1,169,41126
13192024,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-03-15,10:16:00,74,0,-9999,-9999,-9999,836.25,13.5,4,6,191,42163
13279471,2018-05-31 11:22:02,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-03-23,09:20:00,82,0,-9999,-9999,-9999,919.75,16,3.5,4,249,43200
14571921,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-03-29,09:21:00,88,0,-9999,-9999,-9999,1002.25,27.5,11,0,260,44237
13451619,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-04-05,09:29:00,95,0,-9999,-9999,-9999,1117.75,18.5,10.5,0,260,45274
13533078,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-04-12,09:17:00,102,0,-9999,-9999,-9999,1216.5,16.5,6,7,318,46310
13918726,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-04-19,08:37:00,109,0,-9999,-9999,-9999,1304.5,19,5,0,325,47347
13720483,2018-05-03 11:22:10,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-04-26,10:18:00,116,0,-9999,-9999,-9999,1424.5,20.5,9,0,325,48384
14728919,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-05-03,09:22:00,123,0,-9999,-9999,-9999,1525.75,21,9,0,325,49075
13918955,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-05-10,09:19:00,130,0,-9999,-9999,-9999,1646.5,24.5,11,0,325,50112
14728929,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-05-17,09:16:00,137,0,-9999,-9999,-9999,1763,22.5,9.5,0,325,50803
14079481,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-05-24,09:18:00,144,0,-9999,-9999,-9999,1872.25,18.5,10.5,0,325,51494
14225960,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-05-31,09:06:00,151,0,-9999,-9999,-9999,2001,21,10,0,325,51840
14683260,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-06-07,09:20:00,158,0,-9999,-9999,-9999,2141,24,12.5,0,325,52531
14295266,2018-06-14 12:28:57,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-06-14,08:55:00,165,0,-9999,-9999,-9999,2284.25,29,12,0,325,52531
14348378,2018-07-12 10:05:19,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-06-21,09:22:00,172,0,-9999,-9999,-9999,2414.75,29.5,12,0,325,52531
14405055,2018-08-02 17:56:12,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-06-28,09:22:00,179,0,-9999,-9999,-9999,2566.75,26,12.5,0,325,52531
14457967,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-07-05,09:24:00,186,0,-9999,-9999,-9999,2709.75,27,11,0,325,52531
14519141,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-07-12,09:22:00,193,0,-9999,-9999,-9999,2876,31,13.5,0,325,51840
14571783,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-07-19,09:22:00,200,0,-9999,-9999,-9999,3032.75,31.5,14.5,0,325,51494
14680720,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-07-26,09:28:00,207,0,-9999,-9999,-9999,3192.75,32.5,14.5,0,325,50803
14680991,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-08-02,09:32:00,214,0,-9999,-9999,-9999,3345.5,29.5,13.5,0,325,50112
14731633,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-08-09,09:25:00,221,0,-9999,-9999,-9999,3507,33.5,14.5,0,325,49421
14772658,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-08-16,09:31:00,228,0,-9999,-9999,-9999,3662.75,29.5,13.5,0,325,48384
14850067,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-08-23,09:22:00,235,0,-9999,-9999,-9999,3808,23.5,14,0,325,47347
14850838,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-08-30,10:14:00,242,0,-9999,-9999,-9999,3937.75,25,13.5,0,325,46310
14896103,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-09-06,09:24:00,249,0,-9999,-9999,-9999,4078.25,26.5,12,0,325,45274
14948429,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-09-13,09:19:00,256,0,-9999,-9999,-9999,4224.5,23.5,12.5,0,325,44237
15000041,2018-10-04 10:35:25,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-09-20,09:45:00,263,0,-9999,-9999,-9999,4355.75,31.5,14.5,0,325,43200
15104078,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-09-27,10:24:00,270,0,-9999,-9999,-9999,4505,30,12,0,325,42163
15104187,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-10-04,09:32:00,277,0,-9999,-9999,-9999,4640,23,13.5,0,326,41126
15164660,2019-02-14 11:23:15,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-10-11,09:23:00,284,0,-9999,-9999,-9999,4772.25,22.5,10.5,0,326,40090
15232026,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-10-18,09:18:00,291,0,-9999,-9999,-9999,4904.25,24.5,10,0,326,39053
15295932,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-10-25,09:24:00,298,0,-9999,-9999,-9999,5025.25,25,11.5,0,326,38016
15908360,2019-02-14 12:33:17,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-11-01,10:33:00,305,0,-9999,-9999,-9999,5153.5,28,13.5,0,326,37325
15841012,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-11-08,11:17:00,312,0,-9999,-9999,-9999,5282.75,22.5,8.5,0,326,36288
15483217,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-11-15,09:17:00,319,0,-9999,-9999,-9999,5373.25,17,6.5,0,326,35597
15525458,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-11-23,09:19:00,327,0,-9999,-9999,-9999,5475.25,16,12,12,355,34906
15908515,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-12-05,09:18:00,339,0,-9999,-9999,-9999,5617.75,12,7.5,5,446,34214
15641910,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-12-12,10:10:00,346,0,-9999,-9999,-9999,5689.25,17,6,0,446,33869
15674719,2019-02-14 11:23:31,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2018-12-20,10:28:00,354,0,-9999,-9999,-9999,5780.5,13,7.5,0,470,33869
15941986,2019-02-28 11:24:37,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-02-14,21:20:00,45,0,-9999,-9999,-9999,456.75,16,7,42,292,38016
15941865,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-02-21,09:21:00,52,0,-9999,-9999,-9999,514.75,13.5,2.5,2,327,39053
15994941,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-02-28,09:22:00,59,0,-9999,-9999,-9999,584.25,15,7,4,371,40090
16039830,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-03-07,09:22:00,66,0,-9999,-9999,-9999,663.5,14,7.5,7,416,40781
16107383,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-03-14,09:18:00,73,0,-9999,-9999,-9999,738,18.5,5.5,0,427,42163
16177796,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-03-21,09:20:00,80,0,-9999,-9999,-9999,837.5,17,6,2,438,43200
16263438,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-03-28,09:18:00,87,0,-9999,-9999,-9999,926.25,17.5,8.5,5,477,44237
16344337,2019-05-02 11:34:16,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-04-04,08:05:00,94,0,-9999,-9999,-9999,1025.25,17,12,0,484,45274
16792343,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-04-11,09:22:00,101,0,-9999,-9999,-9999,1133.5,19.5,10,0,487,46310
17338175,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-04-18,09:25:00,108,0,-9999,-9999,-9999,1242.75,26,11.5,0,488,47347
16619205,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-04-25,09:17:00,115,0,-9999,-9999,-9999,1377.25,28,12.5,0,488,48038
16709899,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-05-02,09:34:00,122,0,-9999,-9999,-9999,1493.5,24.5,9.5,0,488,49075
16792332,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-05-09,09:04:00,129,0,-9999,-9999,-9999,1604,20,11,0,488,49766
16873313,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-05-16,09:20:00,136,0,-9999,-9999,-9999,1718.5,16,10.5,14,502,50803
17012279,-9999,6399,CPP-STME,37.978359,-122.126457,63,CA,1161,Rosa,californica,California wildrose,Plantae,-9999,29406,501,Flowers,Open flowers,2019-05-30,00:00:00,150,0,50,-9999,-9999,1931.75,22.5,11,0,540,51840
